----BEGIN SIMULATION RESULTS----
Scenario: bustabit-tiny-hot-wallet_6h-YTD-2023
| Scenario File | Current Balance | Mean #UTXO | Current #UTXO | #Deposits | #Inputs Spent | #Withdraws | #Uneconomical outputs spent | #Change Created | #Changeless | Min Change Value | Max Change Value | Mean Change Value | Std. Dev. of Change Value | Total Fees | Mean Fees per Withdraw | Cost to Empty (10 sat/vB) | Total Cost | Min Input Size | Max Input Size | Mean Input Size | Std. Dev. of Input Size | Usage |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 0E-8 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | Total: **0** | 0 | 0 | 0 | 0 | 0 | 0 | 0E-66 | 0E-66 | 0 | 0 | 0 | 0 |  |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 15.19080850 | 38.4780000000 | 57 | 267 | 400 | 233 | 0 | 190 | bnb: **43** ; Total: **43** | 0.00054782 | 4.99898138 | 0.618820541053 | 1.31120853325 | 0.00805117 | 0.0000345543776824 | 0.000387600000 | 0.008438770000 | 1 | 13 | 1.71673819742 | 1.39163870322 | knapsack: **78** ; srd: **112** ; bnb: **43** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 23.90971831 | 68.6630000000 | 98 | 594 | 781 | 406 | 0 | 285 | bnb: **121** ; Total: **121** | 0.00054782 | 4.99898138 | 0.555064412316 | 1.24776165092 | 0.02560586 | 0.0000630686206897 | 0.000666400000 | 0.026272260000 | 1 | 16 | 1.92364532020 | 1.68554713609 | knapsack: **86** ; srd: **199** ; bnb: **121** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 27.25715472 | 99.6166666667 | 183 | 961 | 1117 | 539 | 0 | 339 | bnb: **200** ; Total: **200** | 0.00054782 | 8.76967429 | 0.539623828407 | 1.26768971902 | 0.03745028 | 0.0000694810389610 | 0.00124440000 | 0.03869468000 | 1 | 16 | 2.07235621521 | 1.80775801688 | knapsack: **88** ; srd: **251** ; bnb: **200** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 19.62699988 | 134.221000000 | 277 | 1316 | 1441 | 684 | 0 | 402 | bnb: **282** ; Total: **282** | 0.00054782 | 9.97296517 | 0.514016606169 | 1.35078596639 | 0.05482427 | 0.0000801524415205 | 0.00188360000 | 0.05670787000 | 1 | 16 | 2.10672514620 | 1.81389184024 | knapsack: **95** ; srd: **307** ; bnb: **282** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 26.25347065 | 170.292000000 | 345 | 1682 | 1793 | 818 | 3 | 456 | bnb: **362** ; Total: **362** | 0.00050897 | 9.97296517 | 0.459734783202 | 1.27740531644 | 0.06089038 | 0.0000744381173594 | 0.00234600000 | 0.06323638000 | 1 | 16 | 2.19193154034 | 1.89144396673 | knapsack: **100** ; srd: **356** ; bnb: **362** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 18.32272302 | 185.778666667 | 181 | 2008 | 2359 | 992 | 3 | 532 | bnb: **460** ; Total: **460** | 0.00050897 | 9.97296517 | 0.404900422180 | 1.19310092252 | 0.08008445 | 0.0000807302923387 | 0.00123080000 | 0.08131525000 | 1 | 40 | 2.37802419355 | 2.54985425820 | knapsack: **116** ; srd: **416** ; bnb: **460** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 26.33617924 | 197.484571429 | 359 | 2415 | 2623 | 1085 | 3 | 567 | bnb: **518** ; Total: **518** | 0.00050897 | 9.97296517 | 0.405150519295 | 1.19354999083 | 0.09221130 | 0.0000849873732719 | 0.00244120000 | 0.09465250000 | 1 | 40 | 2.41751152074 | 2.53933397744 | knapsack: **118** ; srd: **449** ; bnb: **518** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 23.39785811 | 220.885750000 | 414 | 2818 | 3004 | 1182 | 3 | 600 | bnb: **582** ; Total: **582** | 0.00050397 | 9.97296517 | 0.387368525017 | 1.16352859191 | 0.10112776 | 0.0000855564805415 | 0.00281520000 | 0.10394296000 | 1 | 40 | 2.54145516074 | 2.74447620076 | knapsack: **129** ; srd: **471** ; bnb: **582** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 15.26691330 | 236.793777778 | 276 | 3213 | 3582 | 1287 | 3 | 645 | bnb: **642** ; Total: **642** | 0.00050397 | 9.97296517 | 0.362959797767 | 1.12586367075 | 0.11925064 | 0.0000926578399378 | 0.00187680000 | 0.12112744000 | 1 | 40 | 2.78321678322 | 3.33608825170 | knapsack: **146** ; srd: **499** ; bnb: **642** |
| bustabit-tiny-hot-wallet_6h-YTD-2023 | 15.67561789 | 241.068200000 | 260 | 3571 | 4016 | 1429 | 3 | 705 | bnb: **724** ; Total: **724** | 0.00050397 | 9.97296517 | 0.343437091972 | 1.08166101981 | 0.13741862 | 0.0000961641847446 | 0.00176800000 | 0.13918662000 | 1 | 40 | 2.81035689293 | 3.33469230540 | knapsack: **161** ; srd: **544** ; bnb: **724** |
